Адрес,Тип,Порядковый номер,Символ,Символ (undecorated)
75B3A7F8,Импорт,,win32u.NtUserRemoveClipboardFormatListener,
75B3A7FC,Импорт,,win32u.NtUserGetUpdatedClipboardFormats,
75B3A800,Импорт,,win32u.NtUserSetWindowCompositionAttribute,
75B3A804,Импорт,,win32u.NtUserCallNoParam,
75B3A808,Импорт,,win32u.NtUserCallTwoParam,
75B3A80C,Импорт,,win32u.NtUserSetThreadDesktop,
75B3A810,Импорт,,win32u.NtUserActivateKeyboardLayout,
75B3A814,Импорт,,win32u.NtUserGetOpenClipboardWindow,
75B3A818,Импорт,,win32u.NtUserWOWCleanup,
75B3A81C,Импорт,,win32u.NtUserTranslateAccelerator,
75B3A820,Импорт,,win32u.NtUserGetClipboardData,
75B3A824,Импорт,,win32u.NtUserSetClipboardData,
75B3A828,Импорт,,win32u.NtUserUpdateLayeredWindow,
75B3A82C,Импорт,,win32u.NtUserGetUpdateRgn,
75B3A830,Импорт,,win32u.NtUserGetUpdateRect,
75B3A834,Импорт,,win32u.NtUserWaitForInputIdle,
75B3A838,Импорт,,win32u.NtUserMsgWaitForMultipleObjectsEx,
75B3A83C,Импорт,,win32u.NtUserWaitForMsgAndEvent,
75B3A840,Импорт,,win32u.NtUserSetObjectInformation,
75B3A844,Импорт,,win32u.NtUserCreateWindowStation,
75B3A848,Импорт,,win32u.NtUserOpenWindowStation,
75B3A84C,Импорт,,win32u.NtUserCreateDesktopEx,
75B3A850,Импорт,,win32u.NtUserOpenDesktop,
75B3A854,Импорт,,win32u.NtUserSwitchDesktop,
75B3A858,Импорт,,win32u.NtUserYieldTask,
75B3A85C,Импорт,,win32u.NtUserGetMenuIndex,
75B3A860,Импорт,,win32u.NtUserGetQueueStatus,
75B3A864,Импорт,,win32u.NtUserCallHwndOpt,
75B3A868,Импорт,,win32u.NtUserUnloadKeyboardLayout,
75B3A86C,Импорт,,win32u.NtUserGetKeyboardLayout,
75B3A870,Импорт,,win32u.NtUserCreateWindowEx,
75B3A874,Импорт,,win32u.NtUserSetProcessDpiAwarenessContext,
75B3A878,Импорт,,win32u.NtUserGetProcessDpiAwarenessContext,
75B3A87C,Импорт,,win32u.NtUserGetDpiForMonitor,
75B3A880,Импорт,,win32u.NtUserShutdownBlockReasonCreate,
75B3A884,Импорт,,win32u.NtUserGetCurrentDpiInfoForWindow,
75B3A888,Импорт,,win32u.NtUserCallHwndSafe,
75B3A88C,Импорт,,win32u.NtUserTransformPoint,
75B3A890,Импорт,,win32u.NtUserSystemParametersInfoForDpi,
75B3A894,Импорт,,win32u.NtCreateCompositionInputSink,
75B3A898,Импорт,,win32u.NtUserCreatePalmRejectionDelayZone,
75B3A89C,Импорт,,win32u.NtUserDestroyPalmRejectionDelayZone,
75B3A8A0,Импорт,,win32u.NtUserSystemParametersInfo,
75B3A8A4,Импорт,,win32u.NtUserGetProp,
75B3A8A8,Импорт,,win32u.NtUserGetHDevName,
75B3A8AC,Импорт,,win32u.NtUserGetRawInputDeviceInfo,
75B3A8B0,Импорт,,win32u.NtUserEnableMenuItem,
75B3A8B4,Импорт,,win32u.NtUserCallNextHookEx,
75B3A8B8,Импорт,,win32u.NtGdiDdDDIEscape,
75B3A8BC,Импорт,,win32u.NtUserDisplayConfigGetDeviceInfo,
75B3A8C0,Импорт,,win32u.NtUserGetDisplayConfigBufferSizes,
75B3A8C4,Импорт,,win32u.NtUserSetDisplayConfig,
75B3A8C8,Импорт,,win32u.NtUserQueryDisplayConfig,
75B3A8CC,Импорт,,win32u.NtUserDisplayConfigSetDeviceInfo,
75B3A8D0,Импорт,,win32u.NtUserFunctionalizeDisplayConfig,
75B3A8D4,Импорт,,win32u.NtUserSBGetParms,
75B3A8D8,Импорт,,win32u.NtUserSetScrollInfo,
75B3A8DC,Импорт,,win32u.NtUserGetClassName,
75B3A8E0,Импорт,,win32u.NtUserTransformRect,
75B3A8E4,Импорт,,win32u.NtUserTestForInteractiveUser,
75B3A8E8,Импорт,,win32u.NtUserEnableScrollBar,
75B3A8EC,Импорт,,win32u.NtMITSetLastInputRecipient,
75B3A8F0,Импорт,,win32u.NtMITSetInputDelegationMode,
75B3A8F4,Импорт,,win32u.NtMITGetCursorUpdateHandle,
75B3A8F8,Импорт,,win32u.NtMITSynthesizeTouchInput,
75B3A8FC,Импорт,,win32u.NtUserHwndSetRedirectionInfo,
75B3A900,Импорт,,win32u.NtUserHwndQueryRedirectionInfo,
75B3A904,Импорт,,win32u.NtUserEnableIAMAccess,
75B3A908,Импорт,,win32u.NtUserPaintDesktop,
75B3A90C,Импорт,,win32u.NtUserModifyWindowTouchCapability,
75B3A910,Импорт,,win32u.NtUserDefSetText,
75B3A914,Импорт,,win32u.NtUserSetCursorIconData,
75B3A918,Импорт,,win32u.NtUserFindExistingCursorIcon,
75B3A91C,Импорт,,win32u.NtUserSetSystemCursor,
75B3A920,Импорт,,win32u.NtUserSetWindowStationUser,
75B3A924,Импорт,,win32u.NtUserInternalGetWindowIcon,
75B3A928,Импорт,,win32u.NtUserInternalGetWindowText,
75B3A92C,Импорт,,win32u.NtUserSetWindowRgnEx,
75B3A930,Импорт,,win32u.NtUserSetWindowRgn,
75B3A934,Импорт,,win32u.NtUserTranslateMessage,
75B3A938,Импорт,,win32u.NtUserPeekMessage,
75B3A93C,Импорт,,win32u.NtUserOpenClipboard,
75B3A940,Импорт,,win32u.NtUserGetKeyState,
75B3A944,Импорт,,win32u.NtUserGetAsyncKeyState,
75B3A948,Импорт,,win32u.NtUserDrawCaption,
75B3A94C,Импорт,,win32u.NtUserRegisterUserApiHook,
75B3A950,Импорт,,win32u.NtUserNotifyWinEvent,
75B3A954,Импорт,,win32u.NtUserSetWinEventHook,
75B3A958,Импорт,,win32u.NtUserSetWindowsHookEx,
75B3A95C,Импорт,,win32u.NtUserCreateLocalMemHandle,
75B3A960,Импорт,,win32u.NtUserConvertMemHandle,
75B3A964,Импорт,,win32u.NtUserInitTask,
75B3A968,Импорт,,win32u.NtUserGetWOWClass,
75B3A96C,Импорт,,win32u.NtUserEvent,
75B3A970,Импорт,,win32u.NtUserUpdatePerUserSystemParameters,
75B3A974,Импорт,,win32u.NtUserLoadKeyboardLayoutEx,
75B3A978,Импорт,,win32u.NtUserToUnicodeEx,
75B3A97C,Импорт,,win32u.NtUserSetSysColors,
75B3A980,Импорт,,win32u.NtUserCallHwnd,
75B3A984,Импорт,,win32u.NtUserModifyUserStartupInfoFlags,
75B3A988,Импорт,,win32u.NtUserMNDragLeave,
75B3A98C,Импорт,,win32u.NtUserMNDragOver,
75B3A990,Импорт,,win32u.NtUserDrawMenuBarTemp,
75B3A994,Импорт,,win32u.NtUserThunkedMenuInfo,
75B3A998,Импорт,,win32u.NtUserCheckMenuItem,
75B3A99C,Импорт,,win32u.NtUserMinMaximize,
75B3A9A0,Импорт,,win32u.NtUserSetWindowLong,
75B3A9A4,Импорт,,win32u.NtUserCheckAccessForIntegrityLevel,
75B3A9A8,Импорт,,win32u.NtUserScrollWindowEx,
75B3A9AC,Импорт,,win32u.NtUserCallHwndParamLock,
75B3A9B0,Импорт,,win32u.NtUserDeferWindowPosAndBand,
75B3A9B4,Импорт,,win32u.NtUserInitializeClientPfnArrays,
75B3A9B8,Импорт,,win32u.NtUserProcessConnect,
75B3A9BC,Импорт,,win32u.gDispatchTableValues,
75B3A9C0,Импорт,,win32u.NtUserDisableProcessWindowFiltering,
75B3A9C4,Импорт,,win32u.NtUserSetProcessUIAccessZorder,
75B3A9C8,Импорт,,win32u.NtUserGetRawInputBuffer,
75B3A9CC,Импорт,,win32u.NtUserScrollDC,
75B3A9D0,Импорт,,win32u.NtUserSetSystemTimer,
75B3A9D4,Импорт,,win32u.NtUserCloseClipboard,
75B3A9D8,Импорт,,win32u.NtUserEmptyClipboard,
75B3A9DC,Импорт,,win32u.NtUserIsClipboardFormatAvailable,
75B3A9E0,Импорт,,win32u.NtUserShowCaret,
75B3A9E4,Импорт,,win32u.NtUserCreateCaret,
75B3A9E8,Импорт,,win32u.NtUserHideCaret,
75B3A9EC,Импорт,,win32u.NtUserGetControlColor,
75B3A9F0,Импорт,,win32u.NtUserSetCursor,
75B3A9F4,Импорт,,win32u.NtUserSetThreadState,
75B3A9F8,Импорт,,win32u.NtUserQueryWindow,
75B3A9FC,Импорт,,win32u.NtUserFillWindow,
75B3AA00,Импорт,,win32u.NtUserDdeInitialize,
75B3AA04,Импорт,,win32u.NtUserUpdateInstance,
75B3AA08,Импорт,,win32u.NtUserConsoleControl,
75B3AA0C,Импорт,,win32u.NtUserSetInformationThread,
75B3AA10,Импорт,,win32u.NtUserSetParent,
75B3AA14,Импорт,,win32u.NtUserReleaseDC,
75B3AA18,Импорт,,win32u.NtUserCallHwndParamLockSafe,
75B3AA1C,Импорт,,win32u.NtUserPostMessage,
75B3AA20,Импорт,,win32u.NtUserGetTouchInputInfo,
75B3AA24,Импорт,,win32u.NtUserLockCursor,
75B3AA28,Импорт,,win32u.NtUserLinkDpiCursor,
75B3AA2C,Импорт,,win32u.NtUserGetRequiredCursorSizes,
75B3AA30,Импорт,,win32u.NtUserGetCursorFrameInfo,
75B3AA34,Импорт,,win32u.NtUserGetIconInfo,
75B3AA38,Импорт,,win32u.NtUserDestroyAcceleratorTable,
75B3AA3C,Импорт,,win32u.NtUserReportInertia,
75B3AA40,Импорт,,win32u.NtUserGetHimetricScaleFactorFromPixelLocation,
75B3AA44,Импорт,,win32u.NtUserRegisterEdgy,
75B3AA48,Импорт,,win32u.NtUserRegisterPointerInputTarget,
75B3AA4C,Импорт,,win32u.NtUserGetPointerInfoList,
75B3AA50,Импорт,,win32u.NtUserGetCPD,
75B3AA54,Импорт,,win32u.NtUserCallOneParam,
75B3AA58,Импорт,,win32u.NtUserValidateTimerCallback,
75B3AA5C,Импорт,,win32u.NtUserDispatchMessage,
75B3AA60,Импорт,,win32u.NtUserAutoPromoteMouseInPointer,
75B3AA64,Импорт,,win32u.NtUserGetDManipHookInitFunction,
75B3AA68,Импорт,,win32u.NtUserCallHwndLock,
75B3AA6C,Импорт,,win32u.NtUserSetMenu,
75B3AA70,Импорт,,win32u.NtUserSetMenuFlagRtoL,
75B3AA74,Импорт,,win32u.NtUserThunkedMenuItemInfo,
75B3AA78,Импорт,,win32u.NtUserSetWindowsHookAW,
75B3AA7C,Импорт,,win32u.NtUserUnhookWindowsHookEx,
75B3AA80,Импорт,,win32u.NtUserRealWaitMessageEx,
75B3AA84,Импорт,,win32u.NtUserRealInternalGetMessage,
75B3AA88,Импорт,,win32u.NtUserMessageCall,
75B3AA8C,Импорт,,win32u.NtUserInjectGesture,
75B3AA90,Импорт,,win32u.NtUserGetGestureExtArgs,
75B3AA94,Импорт,,win32u.NtUserGetGestureInfo,
75B3AA98,Импорт,,win32u.NtUserFindWindowEx,
75B3AA9C,Импорт,,win32u.NtUserBuildNameList,
75B3AAA0,Импорт,,win32u.NtUserBuildPropList,
75B3AAA4,Импорт,,win32u.NtUserBuildHwndList,
75B3AAA8,Импорт,,win32u.NtUserGetAtomName,
75B3AAAC,Импорт,,win32u.NtUserCallHwndParam,
75B3AAB0,Импорт,,win32u.NtUserAlterWindowStyle,
75B3AAB4,Импорт,,win32u.NtUserSetWindowFNID,
75B3AAB8,Импорт,,win32u.NtUserBitBltSysBmp,
75B3AABC,Импорт,,win32u.NtUserGetOemBitmapSize,
75B3AAC0,Импорт,,win32u.NtUserGetIconSize,
75B3AAC4,Импорт,,win32u.NtUserGetThreadState,
75B3AAC8,Импорт,,win32u.NtUserGetDC,
75B3AACC,Импорт,,win32u.NtUserGetControlBrush,
75B3AAD0,Импорт,,win32u.NtUserDestroyCursor,
75B3AAD4,Импорт,,win32u.NtUserCreateEmptyCursorObject,
75B3AAD8,Импорт,,win32u.NtUserSetImeHotKey,
75B3AADC,Импорт,,win32u.NtUserGetImeHotKey,
75B3AAE0,Импорт,,win32u.NtUserWindowFromPoint,
75B3AAE4,Импорт,,win32u.NtUserWindowFromPhysicalPoint,
75B3AAE8,Импорт,,win32u.NtUserWindowFromDC,
75B3AAEC,Импорт,,win32u.NtUserWaitMessage,
75B3AAF0,Импорт,,win32u.NtUserWaitForRedirectionStartComplete,
75B3AAF4,Импорт,,win32u.NtUserWaitAvailableMessageEx,
75B3AAF8,Импорт,,win32u.NtUserValidateRect,
75B3AAFC,Импорт,,win32u.NtUserUserHandleGrantAccess,
75B3AB00,Импорт,,win32u.NtUserUpdateWindowTrackingInfo,
75B3AB04,Импорт,,win32u.NtUserUpdateWindowInputSinkHints,
75B3AB08,Импорт,,win32u.NtUserUpdateDefaultDesktopThumbnail,
75B3AB0C,Импорт,,win32u.NtUserUnregisterUserApiHook,
75B3AB10,Импорт,,win32u.NtUserUnregisterSessionPort,
75B3AB14,Импорт,,win32u.NtUserUnregisterHotKey,
75B3AB18,Импорт,,win32u.NtUserUnlockWindowStation,
75B3AB1C,Импорт,,win32u.NtUserUnhookWinEvent,
75B3AB20,Импорт,,win32u.NtUserUndelegateInput,
75B3AB24,Импорт,,win32u.NtUserTrackPopupMenuEx,
75B3AB28,Импорт,,win32u.NtUserTrackMouseEvent,
75B3AB2C,Импорт,,win32u.NtUserSoundSentry,
75B3AB30,Импорт,,win32u.NtUserSlicerControl,
75B3AB34,Импорт,,win32u.NtUserDiscardPointerFrameMessages,
75B3AB38,Импорт,,win32u.NtUserSignalRedirectionStartComplete,
75B3AB3C,Импорт,,win32u.NtUserShutdownBlockReasonQuery,
75B3AB40,Импорт,,win32u.NtUserShutdownReasonDestroy,
75B3AB44,Импорт,,win32u.NtUserShowWindowAsync,
75B3AB48,Импорт,,win32u.NtUserShowWindow,
75B3AB4C,Импорт,,win32u.NtUserShowSystemCursor,
75B3AB50,Импорт,,win32u.NtUserShowScrollBar,
75B3AB54,Импорт,,win32u.NtUserShowCursor,
75B3AB58,Импорт,,win32u.NtUserSetWindowWord,
75B3AB5C,Импорт,,win32u.NtUserSetWindowShowState,
75B3AB60,Импорт,,win32u.NtUserSetWindowPos,
75B3AB64,Импорт,,win32u.NtUserSetWindowPlacement,
75B3AB68,Импорт,,win32u.NtUserSetWindowGroup,
75B3AB6C,Импорт,,win32u.NtUserSetWindowFeedbackSetting,
75B3AB70,Импорт,,win32u.NtUserSetWindowDisplayAffinity,
75B3AB74,Импорт,,win32u.NtUserSetWindowCompositionTransition,
75B3AB78,Импорт,,win32u.NtUserSetWindowBand,
75B3AB7C,Импорт,,win32u.NtUserSetWindowArrangement,
75B3AB80,Импорт,,win32u.NtUserSetThreadInputBlocked,
75B3AB84,Импорт,,win32u.NtUserSetTargetForResourceBrokering,
75B3AB88,Импорт,,win32u.NtUserSetSystemMenu,
75B3AB8C,Импорт,,win32u.NtUserSetShellWindowEx,
75B3AB90,Импорт,,win32u.NtSetShellCursorState,
75B3AB94,Импорт,,win32u.NtUserSetProcessWindowStation,
75B3AB98,Импорт,,win32u.NtUserSetProcessRestrictionExemption,
75B3AB9C,Импорт,,win32u.NtUserSetProcessMousewheelRoutingMode,
75B3ABA0,Импорт,,win32u.NtUserSetProcessInteractionFlags,
75B3ABA4,Импорт,,win32u.NtUserSetPrecisionTouchPadConfiguration,
75B3ABA8,Импорт,,win32u.NtSetPointerDeviceInputSpace,
75B3ABAC,Импорт,,win32u.NtUserSetMirrorRendering,
75B3ABB0,Импорт,,win32u.NtUserSetMenuDefaultItem,
75B3ABB4,Импорт,,win32u.NtUserSetMenuContextHelpId,
75B3ABB8,Импорт,,win32u.NtUserMagSetContextInformation,
75B3ABBC,Импорт,,win32u.NtUserSetMagnificationDesktopMagnifierOffsetsDWMUpdated,
75B3ABC0,Импорт,,win32u.NtUserSetLayeredWindowAttributes,
75B3ABC4,Импорт,,win32u.NtUserSetKeyboardState,
75B3ABC8,Импорт,,win32u.NtUserSetInternalWindowPos,
75B3ABCC,Импорт,,win32u.NtUserSetInteractiveCtrlRotationAngle,
75B3ABD0,Импорт,,win32u.NtUserSetInteractiveControlFocus,
75B3ABD4,Импорт,,win32u.NtUserSetInputServiceState,
75B3ABD8,Импорт,,win32u.NtUserSetGestureConfig,
75B3ABDC,Импорт,,win32u.NtUserSetFullscreenMagnifierOffsetsDWMUpdated,
75B3ABE0,Импорт,,win32u.NtUserSetForegroundWindowForApplication,
75B3ABE4,Импорт,,win32u.NtUserSetFocus,
75B3ABE8,Импорт,,win32u.NtUserSetFeatureReportResponse,
75B3ABEC,Импорт,,win32u.NtUserSetFallbackForeground,
75B3ABF0,Импорт,,win32u.NtUserSetDisplayMapping,
75B3ABF4,Импорт,,win32u.NtUserSetDisplayAutoRotationPreferences,
75B3ABF8,Импорт,,win32u.NtUserSetDialogControlDpiChangeBehavior,
75B3ABFC,Импорт,,win32u.NtUserSetDesktopVisualInputSink,
75B3AC00,Импорт,,win32u.NtUserSetDesktopColorTransform,
75B3AC04,Импорт,,win32u.NtUserSetCursorPos,
75B3AC08,Импорт,,win32u.NtSetCursorInputSpace,
75B3AC0C,Импорт,,win32u.NtUserSetCursorContents,
